601870006400040029900299  19940670000001150208000029 PR-05006000000576278.34170058.7911026826
601860059100030019300193  19942450000002240658000029 05006000000000578068.25169400.2311026826
601860061700000018400184  19927070000005000708000029 7/92    000000578076.77169230.5611026826
601930034900000007500075  19927060000038270498000029 6/92    000000568770.18167634.1411026826
601860062500060010400104  19961730000001050702210029 05022000000266578062.77169287.5611026826
601840036100000013300133  00000000000001140632210029 NN      000557575811.30171578.3411026826
601840085100020015100632  19847340000000300198000029 NH34/84 000000576563.64170395.9711026826
601840085500000015100235  00000000000007770708000029 NN      000000576568.59170448.8711026826
601840085800010015100235  00000000000021360388000029 NN      000000576587.65170501.4611026826
601840086400010035000351  19961270000003620638000029 05057000000000576259.56170571.7811026826
601840086700030053200532  00000000000000920632210029 NN      001082576252.56170620.3911026826
601840086700030053200532  00000000000001550638000029 NN      000000576253.21170609.0311026826
601860011200000005200052  00000000000010610328000029 NN      000000578668.56168908.6011026826
601860012300000001600116  00000000000022870568000029 NN      000000578554.00168843.4411026826
601860012800000001600016  00000000000000400568000029 NN      000000578504.86168796.0811026826
601860013200000003500066  00000000000018340568000029 NN      000000578510.79168850.9211026826
601970050800000001100012  19953490000027690568000029 PR-05062000000575630.07166808.9611026826
601970050100020021000210  19952550000001080568000029 05012000000000575720.73166897.8311026826
601970051000010001100093  19953490000043020388000029 PR-05063000000575536.17166820.7411026826
601870032900140046300463  19887030000005380508000029 NH3/88  000000576017.41169353.1311026826
601870093800000006400064  00000000000006860398000029 NN      000000575296.84169952.3811026826
601880020300020000100108  19961640000090460428000029 PR-05055000000573793.43170703.7111026826
601880021600000000100022  19953460000002100498000029 PR-05046000000573656.44170537.5511026826
601880021800040033300333  19972460000012820598000029 05043000000000573761.54170591.4111026826
601880022100040042100421  19973530000002230638000029 06002000000000573847.44170400.3011026826
601870028900020024000240  19897640000133820668000029 NH64/89 000000575681.74169908.3911026826
601870029000010024000240  19897640000043140468000029 NH64/89 000000575862.06169831.8611026826
601870029400020015100151  19917260000009720508000029 26/91   000000575969.02169771.7711026826
601870029400030015200152  19917290000008950668000029 29/91   000000575956.49169803.6311026826
601870029400040016100161  19917280000008930588000029 28/91   000000575998.29169858.2911026826
601870029600000024000240  19897640000034330468000029 NH64/89 000000575940.24169848.4411026826
601870030500070039900399  00000000000000860508000029 NN      000000575945.55169658.3011026826
601870030500100041400414  19973030000001030542210029 06002000000099575995.23169605.8611026826
601870060400000000500236  19952890000045750388000029 PR-05085000000574566.73168733.8411026826
601870096600000024600246  19917060000082400568000029 6/91    000000575627.53168708.6911026826
601880023300020035100351  19972460000001520632210029 05043000000057573697.29170477.9311026826
601880023300020035100351  19972460000001580638000029 05043000000000573714.38170488.7311026826
601870030500140025700257  19952480000000300508000029 05033000000000575905.39169600.6111026826
601870030800060027700277  19940620000000410192210029 05004000000084575745.19169618.5711026826
601870031600000024000240  00000000000005000528000029 NN      000000575604.06169860.8611026826
601870062200000000500236  19952890000036070388000029 PR-05085000000574141.97168438.7011026826
601870063100020000500071  19953150000010620568000029 PR-05063000000574069.38168633.7211026826
601870063100030000500071  19953150000035550668000029 PR-05063000000574148.28168642.1511026826
601880014000010000100218  19952890000031870598000029 PR-05073000000574561.36170661.5011026826
601880014100000000100218  19952890000105360428000029 PR-05073000000574486.56170745.4411026826
601880014700000000100218  19952890000016270598000029 PR-05073000000574388.29170605.6911026826
601880015800020000100207  19961640000013050598000029 PR-05057000000574255.36170688.2911026826
601880015800030026100261  19972460000005000598000029 05043000000000574300.64170696.6411026826
601880045900050035300353  19972460000000320492210029 05043000000229574250.31169616.6911026826
601880046100010000100187  19961640000010600468000029 PR-05056000000574196.01169801.4011026826
601860008300000002700027  00000000000017260678000029 NN      000000578364.24169166.4411026826
601870072600050001200012  19942720000067660668000029 PR-05020000000575325.57169155.0911026826
601870072900100036700367  19962680000001100592210029 05057000000390575398.55168926.4211026826
601870073100010044200442  19857320000006430568000029 NH32/85 000000575328.22168967.8211026826
601870073100030036500365  19950530000010030198000029 05024000000000575263.97168986.0911026826
601870073100040047200472  19917230000014820208000029 23/91   000000575312.24168937.1111026826
601870073100100044200442  19943420000004760468000029 PR-05023000000575270.44168925.4511026826
601870074000000000500052  19953150000040120558000029 PR-05063000000575155.68169161.0311026826
601870074200020000500054  19952890000029700468000029 PR-05084000000575265.15169317.2111026826
601880000900010042300423  19867170000004140568000029 NH17/86 000000575827.29170544.2111026826
601880001400020041800418  00000000000005130528000029 NN      000000575804.63170511.0211026826
601880001800010000100158  19961640000019160468000029 PR-05056000000575639.69170508.7611026826
601880001800020000100185  19961640000021000468000029 PR-05056000000575637.26170442.4911026826
601880001900020016200162  00000000000026390408000029 NN      000000575702.13170725.1611026826
601880042300010000100045  19953460000080760558000029 PR-05046000000574840.93170422.7511026826
601870040900000035500355  00000000000038920558000029 NN      000000576024.05168421.5011026826
601870074300050000500054  19952890000024450668000029 PR-05084000000575227.00169283.7011026826
601870074300070000500054  19952890000009640668000029 PR-05084000000575171.73169399.6111026826
601930179500000009200092  19937170000001990512210029 17/93   000405569422.89168518.9011026826
601870092700020049500495  19961990000000570552210029 05047000000042575379.09169801.8011026826
601870092700020049500495  19961990000009620558000029 05047000000000575381.36169810.8611026826
601870093100010048900489  19897020000015530598000029 NH2/89  000000575306.38169721.5311026826
601870093100080040400404  19897170000003780218000029 NH17/89 000000575349.08169794.6611026826
601870067800030012600126  00000000000045100568000029 NN      000000575074.21168981.3511026826
601870067900020032900329  19970490000000470602210029 05067000000276575200.56168925.5711026826
601870067900020032900329  19970490000008180608000029 05067000000000575215.82168930.2811026826
601870067900030035800358  19917050000000270202210029 5/91    000591575195.34168928.2011026826
601870068300010002100279  19917370000060760398000029 37/91   000000575245.84168869.0511026826
601880024100000000100022  19953460000009200568000029 PR-05046000000573592.38170484.0611026826
601870073100020006900386  00000000000006820468000029 NN      000000575358.14168921.4311026826
601890045200050015800300  19982730000016570318000029 06010000000000575075.76171526.3011026826
601890045800010019500195  19917010000013120598000029 1/91    000000574854.14171721.3011026826
601900021200010000600006  19942990000024040758000029 05005000000000572639.48170649.1711026826
601900022100030000600006  19917080000006640158000029 8/91    000000572613.99170558.4011026826
601900026300000019800198  19927080000011920558000029 8/92    000000572308.37170454.8711026826
601900026500010026000260  19857020000042830528000029 NH2/85  000000572217.76170487.8611026826
601900026500020023400234  19857020000020400528000029 NH2/85  000000572293.40170471.7411026826
601900026500030026000260  19857040000000180208000029 NH4/85  000000572223.13170451.5611026826
601900034400050000900009  19960250000004340408000029 05011000000000571866.18170196.2111026826
601900034500020002000020  19960250000004520588000029 05011000000000571840.57170188.0411026826
601880083200020000100156  19961640000045060598000029 PR-05056000000572664.94168997.7511026826
601880083800020000100003  19953460000024390468000029 PR-05046000000572542.51168942.6911026826
601890048700000015000150  00000000000099000678000029 NN      000000574154.30171898.9511026826
601890050200000002000248  00000000000002660598000029 NN      000000574573.55171761.9611026826
601900036900020002600026  19960250000003930458000029 05011000000000571685.41170100.2111026826
601870063800000000500236  19952890000236620388000029 PR-05085000000574210.73168719.9911026826
601870064100010000500231  19952890000040140638000029 PR-05086000000574122.60168847.9911026826
601870064300040046200470  19897160000000960192210029 NH16/89 000482574583.28168987.3311026826
601870064700000000500034  19951380000027190388000029 PR-05045000000574386.26168728.3611026826
601870098700000011700117  19917060000115480568000029 6/91    000000576364.61168459.1411026826
601880016300090037200372  19887210000000140632210029 NH21/88 000241574106.61170808.9811026826
